time,date,hour,precip [mm/day],raven-weighted [m3/s],raven-weighted (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,2.68665,0,0.983
2,2010-01-03,00:00:00.00,3.73561,0,0.85
3,2010-01-04,00:00:00.00,2.0713,0,0.803
4,2010-01-05,00:00:00.00,0.544383,0,0.78
5,2010-01-06,00:00:00.00,2.58997,0,0.749
6,2010-01-07,00:00:00.00,0.0648622,0,0.722
7,2010-01-08,00:00:00.00,5.2163,0,0.7
8,2010-01-09,00:00:00.00,3.71044,0,0.668
9,2010-01-10,00:00:00.00,0.000508154,0,0.66
10,2010-01-11,00:00:00.00,0.00552799,0,0.648
11,2010-01-12,00:00:00.00,2.05438,0,0.64
12,2010-01-13,00:00:00.00,0.0557588,0,0.628
13,2010-01-14,00:00:00.00,0.00015679,0,0.62
14,2010-01-15,00:00:00.00,0.174173,2.39059e-07,0.61
15,2010-01-16,00:00:00.00,0.345744,2.38058e-05,0.605
16,2010-01-17,00:00:00.00,0.0121233,0.0363119,0.598
17,2010-01-18,00:00:00.00,0.0163715,0.0475673,0.594
18,2010-01-19,00:00:00.00,0.0323943,0.0983094,0.591
19,2010-01-20,00:00:00.00,0.196362,0.115361,0.588
20,2010-01-21,00:00:00.00,0.00157159,0.0451994,0.585
21,2010-01-22,00:00:00.00,0.0002726,0.0317412,0.583
22,2010-01-23,00:00:00.00,0.0241085,0.0291532,0.581
23,2010-01-24,00:00:00.00,0,0.0276676,0.58
24,2010-01-25,00:00:00.00,13.2029,0.377769,1.85
25,2010-01-26,00:00:00.00,7.20155,1.80937,42.8
26,2010-01-27,00:00:00.00,1.41898,1.89888,17.7
27,2010-01-28,00:00:00.00,1.50029,0.650141,6.51
28,2010-01-29,00:00:00.00,3.17037,0.354635,3.2
29,2010-01-30,00:00:00.00,0.18365,0.308412,2.2
30,2010-01-31,00:00:00.00,0.0219613,0.295986,1.5
31,2010-02-01,00:00:00.00,0.802817,0.288797,1.32
